,event_name,city,event_description,event_date,date_added
324,"Everlast Striking Specialist Workshop-New York, NY","New+York,+NY","Description:
Fight sports athletes have long been noted for their supreme level of fitness. The goal of this striking specialization is to educate the fitness professional about how to use striking and other principles of fight sports to further their understanding of Functional Integrated Training (F.I.T.). This one day, 8 hour, striking specialist workshop will provide instruction on how to properly deliver, teach and integrate striking and strike-based drills into traditional and non-traditional based fitness training. 
Goal:
Learn how to incorporate strike based training and fight sport rationale into a total body fitness curriculum that provides well-structured, high-intensity workouts. After this workshop, attendees will have a firm understanding of how to seamlessly integrate elements of fight sports into general fitness programming. 
 Material Covered:

Upper and Lower Body Strike Delivery, Instruction and Coaching
Pad Holding Instruction and Coaching
Everlast F.I.T. 360 Program Overview

 Specialization Package Includes:

Everlast F.I.T. Fundamentals:  Striking Specialist Level 1 Certificate
1 Pair of Everlast Universal Training Gloves
Everlast F.I.T. Fundamentals Workshop Manual
Exclusive access to advanced content
Discounted Equipment Packages
.8 NASM CEU's
",2017-07-23,2017-04-20 11:35:48.481872
325,"Warhol Paintings Seminar Event New York, NY - Sell Warhol Paintings NY, NY","New+York,+NY","Warhol Paintings Seminar Event NY - Our seminar event will help you sell your Warhol paintings for top dollar to a trusted and experienced dealer. If you want to sell your Warhol paintings, you need to be informed about all aspects of selling your Warhol paintings such as;

Where can I get the best price for my Warhol paintings?
Where can I sell my Warhol paintings?
How can I sell my Warhol paintings?How much are my Warhol paintings worth?

Our seminar will answer all of your questions that you may have about selling your Warhol paintings.

We do not have many of these Warhol paintings seminars though, so please contact us directly if you would like your questions answered sooner.

We are specialists in the sale and acquisition of Warhol paintings. Call us today to discuss your goals or visit our website at
http://www.wellhungartgallery.com/

(267) 989-9191",2017-04-21,2017-04-20 11:35:48.481872
326,"Les Mills Business Insights Session - New York, NY","New+York,+NY","

Join us for our ""Relationships Beyond Memberships"" seminar.
Our next business insights seminar is coming to you and we would love to see you there.
We will discuss the current key trends and drivers in the industry, and then offering a number of different strategies to turn these into opportunities for your club to grow into a more profitable, resilient business. 
This is a unique opportunity to learn more about a range of important topics, from engaging existing members to effective club marketing. Spaces are limited – register now to ensure your spot!

SCHEDULE
11:15 AM  
Check-in – please bring your registration confirmation, either printed or on your smartphone.
11:30 AM - 2:00 PM  
Relationships Beyond Memberships Seminar – we will share a variety of insights, but don’t hesitate to come with questions.
Lunch will be provided
",2017-04-19,2017-04-20 11:35:48.481872
327,"Fortunate Youth Spring CD Release 2017 VIP - New York, NY","New+York,+NY","***GENERAL ADMISSION IS NOT INCLUDED IN OUR VIP TICKETS***
VIP PACKAGE A(Only 10 Available):
- 30 Min. Early Entrance to Venue
- Meet & Greet and Pictures with Fortunate Youth
- Exclusive Foil Print Tour Poster 18""x24""
- Exclusive Fortunate Youth VIP Lapel Pin
- Exclusive 5"" Tour Mood Mat
- Exclusive Fortunate Youth Beverage Coozie
-Fortunate Youth VIP Laminate(This Laminate will Not get you backstage access)
- Sponsor Swag Bags

VIP PACKAGE B (only 5 available):
- 2 song Acoustic Performance with Dan Kelly on the FY Bus
- 30 Min. Early Entrance to Venue
- Meet & Greet and Pictures with Fortunate Youth
- Exclusive Foil Print Tour Poster 18""x24""
- Exclusive Fortunate Youth VIP Lapel Pin
- Exclusive 5"" Tour Mood Mat
- Exclusive Fortunate Youth Beverage Coozie
-Fortunate Youth VIP Laminate(This Laminate will Not get you backstage access)
- Sponsor Swag Bags",2017-04-28,2017-04-20 11:35:48.481872
328,REGIONAL BOOT CAMP - LMN Time (New York NY),"New+York,+NY",,2017-04-21,2017-04-20 11:35:48.481872
329,SpeedNY Singles Event - Speed Dating in New York City,"New+York,+NY","A low key, sophisticated approach to dating in New York. Preferring a 'less is more' environment devoid of typical event trappings. Gone are the name-tags, shouting and over-the-top party trimmings. Meeting your special someone shouldn't be anything but a comfortable and relaxed experience. Creating a private club atmosphere while recognizing our clients are also our product - we reward lovely daters with discounts and complimentary events and refuse service to anyone we don't think you'll fancy meeting. This is where being lovely has it's perks!





Speed Dating @ Katra Lounge | Lower East Side - April 26th 2017
Ages: 25-39 | 8PM
217 Bowery Street, New York, NY 10002




http://www.speednydating.com
SpeedNY Dating & Matchmaking",2017-04-27,2017-04-20 11:35:48.481872
330,"Women in Advocacy and Politics Workshop NYC 2017 - New York, NY","New+York,+NY","Women in Advocacy and Politics Workshop NYC 2017 - New York, NY  
Agenda
8am to 11:50 am
Advocacy 101 is course that gives an overview of policymaking at the state legislative and municipal levels of government. The course illustrates basic forms of advocacy as well how to effectively communicate with elected officials and policy makers. The companion course Fundraising for Advocates gives instruction on essential fundraising skills needed for advocates. 
Fundraising for Advocates is a companion course to our Advocacy 101 course. This course gives instruction on fundraising for advocacy organizations, issue campaigns and non-profit service organizations. The course curriculum covers fundraising best practices, donor identification and cultivation, grant research, and grant writing. 
Political Organizing - Facilitator TBA  
12pm Lunch & Networking
1pm to 5pm
Exploring Careers in Politics explores the number of lucrative career opportunities for women in the political sector and touches on transitioning professionally into the political sector.
Campaign Strategy 101 teaches one how to think ""politically"" and navigate the political landscape whether running for office, planning for a career in politics or working in advocacy. This course curriculum covers creating and implementing effective political strategies for candidate and issue campaigns at all levels. 
Campaign Finance 101 is a course for candidates and fundraising staff covers creating a campaign finance plan, setting fundraising goals, donor identification/cultivation/solicitation, campaign finance regulations and hiring fundraising staff.
",2017-04-29,2017-04-20 11:35:48.481872
331,"Masters Method - HTS & Export Classification Training (New York, NY)","New+York,+NY","Sign up early, class size is strictly limited to 32 students. 2 day training eligible for 10 CCS credits. Registration fee includes all course material, continental breakfast and buffet lunch each day of the training.
Group Rates: Enrolling 3 or more students? We would be happy to offer a group discount. Please call us at 619.671.0376 or e-mail us at training@zissergroup.com
-------------------------------------------------------------------------------------------------------------------------------------------
Terms and Conditions:
If you do not receive a reservation confirmation at least two weeks before the seminar, please contact our office. To receive a full refund, cancellation notice must be received in writing sixty (60) or more business days prior to the seminar(s). Please send cancellation notice to training@zissergroup.com. Cancellations received thirty (30) business days prior to the seminar(s) are subject to a 50% cancellation fee. No refunds will be granted for cancellations received within thirty (30) business days of a seminar.We reserve the right to cancel any training class in the absence of ten (10) participants. In the event of such cancellation, all registrants will be notified and will promptly receive a full refund of their registration fee. Zisser cannot be held liable for expenses (i.e., travel and related costs) incurred in the event a seminar is cancelled. We reserve the right to refuse admission to any student.",2017-08-23,2017-04-20 11:35:48.481872
332,REGIONAL BOOT CAMP - Budgeting & Estimating (New York NY),"New+York,+NY",,2017-04-20,2017-04-20 11:35:48.481872
333,"Masters Method - HTS Classification Training (New York, NY)","New+York,+NY","Sign up early, class size is strictly limited to 32 students. 2 day training eligible for 10 CCS credits. Registration fee includes all course material, continental breakfast and buffet lunch each day of the training.
Group Rates: Enrolling 3 or more students? We would be happy to offer a group discount. Please call us at 619.671.0376 or e-mail us at training@zissergroup.com
-------------------------------------------------------------------------------------------------------------------------------------------
Terms and Conditions:
If you do not receive a reservation confirmation at least two weeks before the seminar, please contact our office. To receive a full refund, cancellation notice must be received in writing sixty (60) or more business days prior to the seminar(s). Please send cancellation notice to training@zissergroup.com. Cancellations received thirty (30) business days prior to the seminar(s) are subject to a 50% cancellation fee. No refunds will be granted for cancellations received within thirty (30) business days of a seminar.We reserve the right to cancel any training class in the absence of ten (10) participants. In the event of such cancellation, all registrants will be notified and will promptly receive a full refund of their registration fee. Zisser cannot be held liable for expenses (i.e., travel and related costs) incurred in the event a seminar is cancelled. We reserve the right to refuse admission to any student.",2017-08-24,2017-04-20 11:35:48.481872
334,"Core Flyte Coach Specialization Course-New York,NY","New+York,+NY","The Core Flyte™ Coach Specialization Course is an eight hour, live workshop that is specifically designed for the Fitness Professional. The participants of the course will receive a detailed course manual which includes a copy of the course presentation, sample work outs and other important materials. The course includes two coaching scenarios, a pre and post test as well as a team Work Out. During the course, the participants will learn to about the Core Flyte™ from both the user prospective as well as from the Coach perspective. Upon successful completion, the participant will receive a Certificate of Completion, course CEUs and a significant product discount available only to Core Flyte™ Coaches.
NASM CEU  .8     AFAA CEU  .8     ACE CEU  .7",2017-05-13,2017-04-20 11:35:48.481872
335,"Masters Method - Export Classification Training (New York, NY)","New+York,+NY","Sign up early, class size is strictly limited to 32 students. 2 day training eligible for 10 CCS credits. Registration fee includes all course material, continental breakfast and buffet lunch each day of the training.
Group Rates: Enrolling 3 or more students? We would be happy to offer a group discount. Please call us at 619.671.0376 or e-mail us at training@zissergroup.com
-------------------------------------------------------------------------------------------------------------------------------------------
Terms and Conditions:
If you do not receive a reservation confirmation at least two weeks before the seminar, please contact our office. To receive a full refund, cancellation notice must be received in writing sixty (60) or more business days prior to the seminar(s). Please send cancellation notice to training@zissergroup.com. Cancellations received thirty (30) business days prior to the seminar(s) are subject to a 50% cancellation fee. No refunds will be granted for cancellations received within thirty (30) business days of a seminar.We reserve the right to cancel any training class in the absence of ten (10) participants. In the event of such cancellation, all registrants will be notified and will promptly receive a full refund of their registration fee. Zisser cannot be held liable for expenses (i.e., travel and related costs) incurred in the event a seminar is cancelled. We reserve the right to refuse admission to any student.",2017-08-23,2017-04-20 11:35:48.481872
336,"ITIL Foundation- 2 days Classroom Training in New York City, NY","New+York,+NY","We are glad to invite you to our upcoming 2 days ITIL Prep Bootcamp with 100% Money Back Guarantee.
Key Features:
·         2 Days of In-Person Bootcamp
·         2 Simulation Tests
·         ITIL Foundation Exam Voucher
·         16 PDU Certificate
·         Dedicated Learning Consultant
·         100% Money Back Guarantee
     
About ITIL Foundation
The Foundation level is the entry level certification and offers you a general awareness of the key elements, concepts, and terminology used in the ITIL® service lifecycle, including the links between lifecycle stages, the processes used and their contribution to service management practices.
MSys ITIL® Foundation Exam Prep is designed and developed by the global panel of ITIL® Expert instructors to ensure that our participants pass the ITIL® Foundation exam on their first attempt.
Our hands-on training helped many participants in transforming their careers. Our Lead Instructor focus on the key concepts, terminologies and elements included with ITIL® service lifecycle management. MSys Training includes best practices from ITSM processes and Service Management, ITIL® lifecycle Phase Interactions & Outcomes.
What you will Learn:
Service Strategy : Strategy Management for IT Services, Service Portfolio Management, Business         Relationship Management, Financial Management For IT Services, Demand Management
Service Design:  Design Coordination, Service Catalog Management, Service Level Management, Availability Management, Capacity Management, IT Service Continuity Management, Information Security Management. by Not set"" REL=""noopener noreferrer nofollow""> by Not set"" REL=""noopener noreferrer nofollow""> by Not set"" REL=""noopener noreferrer nofollow""> by Not set""> by Not set""> by Not set"">Management
Service Transition: Transition Planning & Support, Change Management, Service Asset & Configuration Management, Release & Deployment Management, Service Validation & Testing, Change Evaluation, Knowledge Management
Service Operation:  Event Management, Incident Management, Request Fulfillment, Problem Management, Access Management, and the functions of: IT Operations, Technical Management, Application Management, Service Desk
Continual Service Improvement: Seven-Step Improvement Process
Course Agenda:
Overview of ITIL
By the end of this lesson, you will be able to explain the practice of Service Management, describe Service Lifecycle, identify key principles and models of ITIL® Foundation, define generic concepts in ITIL® 2011, discuss the processes, roles and functions in ITIL® Foundation.
Lesson 1: Introduction to service management
This lesson will explain the best practices in IT Service Management, identify the stakeholders in service management, describe service management roles and responsibilities and explain the types of service providers.
Lesson 2 – Service Strategy
This lesson will explain the purpose, objective, scope and value of service strategy, identify the four processes in service strategy and explain the different types of services provided.
Lesson 3 –Service Design
By the end of this lesson, you will be able to explain the purpose, objective, scope and value of service design and list the roles and responsibilities of service design.
Lesson 4 –Service Transition
Here, you will learn how to describe the purpose, objective, scope and value of service transition and explain Configuration Item (CI) and Configuration Management System (CMS).
Lesson 5 –Service Operations
By the end of this lesson you will be able to describe the purpose, objective and scope of service operations phase, list the principles of communication and explain events, alerts and incidents.
Lesson 6 –Continual Service Improvement
This lesson describes the purpose, objective and scope of CSI and explains the value of CSI to improve business.
Lesson 7 –Assessment
Test if you are ready to take the exam, solve the questions which you might get in your certification exam.

For individual or corporate training inquiries please contact Alex.Matthew@MSystraining.com or call us at 408-878-3078.",2017-04-27,2017-04-20 11:35:48.481872
337,"ITIL Foundation- 2 days Classroom Training in New York City, NY","New+York,+NY","We are glad to invite you to our upcoming 2 days ITIL Prep Bootcamp with 100% Money Back Guarantee.
Key Features:
·         2 Days of In-Person Bootcamp
·         2 Simulation Tests
·         ITIL Foundation Exam Voucher
·         16 PDU Certificate
·         Dedicated Learning Consultant
·         100% Money Back Guarantee
     
About ITIL Foundation
The Foundation level is the entry level certification and offers you a general awareness of the key elements, concepts, and terminology used in the ITIL® service lifecycle, including the links between lifecycle stages, the processes used and their contribution to service management practices.
MSys ITIL® Foundation Exam Prep is designed and developed by the global panel of ITIL® Expert instructors to ensure that our participants pass the ITIL® Foundation exam on their first attempt.
Our hands-on training helped many participants in transforming their careers. Our Lead Instructor focus on the key concepts, terminologies and elements included with ITIL® service lifecycle management. MSys Training includes best practices from ITSM processes and Service Management, ITIL® lifecycle Phase Interactions & Outcomes.
What you will Learn:
Service Strategy : Strategy Management for IT Services, Service Portfolio Management, Business         Relationship Management, Financial Management For IT Services, Demand Management
Service Design:  Design Coordination, Service Catalog Management, Service Level Management, Availability Management, Capacity Management, IT Service Continuity Management, Information Security Management. by Not set"" REL=""noopener noreferrer nofollow""> by Not set"" REL=""noopener noreferrer nofollow""> by Not set"" REL=""noopener noreferrer nofollow""> by Not set""> by Not set""> by Not set"">Management
Service Transition: Transition Planning & Support, Change Management, Service Asset & Configuration Management, Release & Deployment Management, Service Validation & Testing, Change Evaluation, Knowledge Management
Service Operation:  Event Management, Incident Management, Request Fulfillment, Problem Management, Access Management, and the functions of: IT Operations, Technical Management, Application Management, Service Desk
Continual Service Improvement: Seven-Step Improvement Process
Course Agenda:
Overview of ITIL
By the end of this lesson, you will be able to explain the practice of Service Management, describe Service Lifecycle, identify key principles and models of ITIL® Foundation, define generic concepts in ITIL® 2011, discuss the processes, roles and functions in ITIL® Foundation.
Lesson 1: Introduction to service management
This lesson will explain the best practices in IT Service Management, identify the stakeholders in service management, describe service management roles and responsibilities and explain the types of service providers.
Lesson 2 – Service Strategy
This lesson will explain the purpose, objective, scope and value of service strategy, identify the four processes in service strategy and explain the different types of services provided.
Lesson 3 –Service Design
By the end of this lesson, you will be able to explain the purpose, objective, scope and value of service design and list the roles and responsibilities of service design.
Lesson 4 –Service Transition
Here, you will learn how to describe the purpose, objective, scope and value of service transition and explain Configuration Item (CI) and Configuration Management System (CMS).
Lesson 5 –Service Operations
By the end of this lesson you will be able to describe the purpose, objective and scope of service operations phase, list the principles of communication and explain events, alerts and incidents.
Lesson 6 –Continual Service Improvement
This lesson describes the purpose, objective and scope of CSI and explains the value of CSI to improve business.
Lesson 7 –Assessment
Test if you are ready to take the exam, solve the questions which you might get in your certification exam.

For individual or corporate training inquiries please contact Alex.Matthew@MSystraining.com or call us at 408-878-3078.",2017-05-30,2017-04-20 11:35:48.481872
338,"ITIL Foundation- 2 days Classroom Training in New York City, NY","New+York,+NY","We are glad to invite you to our upcoming 2 days ITIL Prep Bootcamp with 100% Money Back Guarantee.
Key Features:
·         2 Days of In-Person Bootcamp
·         2 Simulation Tests
·         ITIL Foundation Exam Voucher
·         16 PDU Certificate
·         Dedicated Learning Consultant
·         100% Money Back Guarantee
     
About ITIL Foundation
The Foundation level is the entry level certification and offers you a general awareness of the key elements, concepts, and terminology used in the ITIL® service lifecycle, including the links between lifecycle stages, the processes used and their contribution to service management practices.
MSys ITIL® Foundation Exam Prep is designed and developed by the global panel of ITIL® Expert instructors to ensure that our participants pass the ITIL® Foundation exam on their first attempt.
Our hands-on training helped many participants in transforming their careers. Our Lead Instructor focus on the key concepts, terminologies and elements included with ITIL® service lifecycle management. MSys Training includes best practices from ITSM processes and Service Management, ITIL® lifecycle Phase Interactions & Outcomes.
What you will Learn:
Service Strategy : Strategy Management for IT Services, Service Portfolio Management, Business         Relationship Management, Financial Management For IT Services, Demand Management
Service Design:  Design Coordination, Service Catalog Management, Service Level Management, Availability Management, Capacity Management, IT Service Continuity Management, Information Security Management. by Not set"" REL=""noopener noreferrer nofollow""> by Not set"" REL=""noopener noreferrer nofollow""> by Not set"" REL=""noopener noreferrer nofollow""> by Not set""> by Not set""> by Not set"">Management
Service Transition: Transition Planning & Support, Change Management, Service Asset & Configuration Management, Release & Deployment Management, Service Validation & Testing, Change Evaluation, Knowledge Management
Service Operation:  Event Management, Incident Management, Request Fulfillment, Problem Management, Access Management, and the functions of: IT Operations, Technical Management, Application Management, Service Desk
Continual Service Improvement: Seven-Step Improvement Process
Course Agenda:
Overview of ITIL
By the end of this lesson, you will be able to explain the practice of Service Management, describe Service Lifecycle, identify key principles and models of ITIL® Foundation, define generic concepts in ITIL® 2011, discuss the processes, roles and functions in ITIL® Foundation.
Lesson 1: Introduction to service management
This lesson will explain the best practices in IT Service Management, identify the stakeholders in service management, describe service management roles and responsibilities and explain the types of service providers.
Lesson 2 – Service Strategy
This lesson will explain the purpose, objective, scope and value of service strategy, identify the four processes in service strategy and explain the different types of services provided.
Lesson 3 –Service Design
By the end of this lesson, you will be able to explain the purpose, objective, scope and value of service design and list the roles and responsibilities of service design.
Lesson 4 –Service Transition
Here, you will learn how to describe the purpose, objective, scope and value of service transition and explain Configuration Item (CI) and Configuration Management System (CMS).
Lesson 5 –Service Operations
By the end of this lesson you will be able to describe the purpose, objective and scope of service operations phase, list the principles of communication and explain events, alerts and incidents.
Lesson 6 –Continual Service Improvement
This lesson describes the purpose, objective and scope of CSI and explains the value of CSI to improve business.
Lesson 7 –Assessment
Test if you are ready to take the exam, solve the questions which you might get in your certification exam.

For individual or corporate training inquiries please contact Alex.Matthew@MSystraining.com or call us at 408-878-3078.",2017-06-29,2017-04-20 11:35:48.481872
339,"ITIL Foundation- 2 days Classroom Training in New York, NY","New+York,+NY","DESCRIPTION



We are glad to invite you to our upcoming 2 days ITIL Prep Bootcamp with 100% Money Back Guarantee.
Key Features:
· 2 Days of In-Person Bootcamp
· 2 Simulation Tests
· ITIL Foundation Exam Voucher
· 16 PDU Certificate
· Dedicated Learning Consultant
· 100% Money Back Guarantee

About ITIL Foundation
The Foundation level is the entry level certification and offers you a general awareness of the key elements, concepts, and terminology used in the ITIL® service lifecycle, including the links between lifecycle stages, the processes used and their contribution to service management practices.
Trainerkart ITIL® Foundation Exam Prep is designed and developed by the global panel of ITIL® Expert instructors to ensure that our participants pass the ITIL® Foundation exam on their first attempt.
Our hands-on training helped many participants in transforming their careers. Our Lead Instructor focus on the key concepts, terminologies and elements included with ITIL® service lifecycle management. Trainerkart Training includes best practices from ITSM processes and Service Management, ITIL® lifecycle Phase Interactions & Outcomes.
What you will Learn:
Service Strategy : Strategy Management for IT Services, Service Portfolio Management, Business Relationship Management, Financial Management For IT Services, Demand Management
Service Design: Design Coordination, Service Catalog Management, Service Level Management, Availability Management, Capacity Management, IT Service Continuity Management, Information Security Management.
Service Transition: Transition Planning & Support, Change Management, Service Asset & Configuration Management, Release & Deployment Management, Service Validation & Testing, Change Evaluation, Knowledge Management
Service Operation: Event Management, Incident Management, Request Fulfillment, Problem Management, Access Management, and the functions of: IT Operations, Technical Management, Application Management, Service Desk
Continual Service Improvement: Seven-Step Improvement Process
Course Agenda:
Overview of ITIL
By the end of this lesson, you will be able to explain the practice of Service Management, describe Service Lifecycle, identify key principles and models of ITIL® Foundation, define generic concepts in ITIL® 2011, discuss the processes, roles and functions in ITIL® Foundation.
Lesson 1: Introduction to service management
This lesson will explain the best practices in IT Service Management, identify the stakeholders in service management, describe service management roles and responsibilities and explain the types of service providers.
Lesson 2 – Service Strategy
This lesson will explain the purpose, objective, scope and value of service strategy, identify the four processes in service strategy and explain the different types of services provided.
Lesson 3 –Service Design
By the end of this lesson, you will be able to explain the purpose, objective, scope and value of service design and list the roles and responsibilities of service design.
Lesson 4 –Service Transition
Here, you will learn how to describe the purpose, objective, scope and value of service transition and explain Configuration Item (CI) and Configuration Management System (CMS).
Lesson 5 –Service Operations
By the end of this lesson you will be able to describe the purpose, objective and scope of service operations phase, list the principles of communication and explain events, alerts and incidents.
Lesson 6 –Continual Service Improvement
This lesson describes the purpose, objective and scope of CSI and explains the value of CSI to improve business.
Lesson 7 –Assessment
Test if you are ready to take the exam, solve the questions which you might get in your certification exam.

For individual or corporate training inquiries please contact info@trainerkart.com or call us at 281-670-7466.


",2017-04-27,2017-04-20 11:35:48.481872
340,"Sedation Continuing Education Course & ACLS for Dentistry - New York, NY","New+York,+NY","
This program is a collaboration of Conscious Sedation Consulting and St. Barnabas Hospital Dental Department. Presenting faculty will be from the SBH Dental Anesthesiology Department.
This two day event will provide dental professionals with the opportunity to receive updated information on the new recent recommended guidelines by the ADA and renew or obtain Advanced Cardiac Life Support (ACLS)® Certification by an American Heart Association certified instructor. This is a comprehensive continuing education course, appropriate for dentists and assisting/monitoring staff who are involved in the administration of sedation. This activity is eligible for 16 hours of CE credit. Includes hands on airway management exercises utilizing multiple airway devices and simulation. This program meets the State of New York requirements for Sedation Permit Renewal.
Sedation CE Topics Covered Include

Patient Assessment / Selection
Airway Management                                                                                         
Monitoring
Pharmacology & Pharmacokinetics
Documentation
Adverse Events Management
Scope of Practice
Recovery & Discharge
Follow Up & Process Improvement
New Recommended Guidelines & Compliance

Advanced Cardiac Life Support for Dentists & Staff (ACLS)®            
ACLS is an advanced instructor led classroom course that highlights the importance of team dynamics and communication, systems of care and immediate post cardiac arrest care. It also covers airway management and related pharmacology. In this course skills are taught in group sessions and testing stations where case based scenarios are presented. Course consists of didactic lectures, intensive imaging, discussion and hands on workshop with mannequins and patient simulators.
For more information or to participate visit SedationConsulting.com 

",2017-04-21,2017-04-20 11:35:48.481872
341,"Cannabis Career Institute: New York, NY - 04/29/2017","New+York,+NY","What we will be covering:

How To Become A Patient (State Requirements)
Selecting a doctor, reasons for choosing a medical marijuana doctor, finding a medical marijuana doctor that’s right for your business
Difference between state I.D. card and Doctor Recommendation
How to obtain a state I.D. card and become a state registered healthcare provider
Reasons pro/con for getting state I.D. card
Creating Your Business Plan
Definition of Collectives and Cooperatives
Business and Marketing Options for Collective Members
Starting a Delivery Service, Dispensary, Edibles Operation or Grow Operation legally and efficiently
What is the concept of your collective?
Bylaws and Constitutions
Growing For Collectives and Travelling With Medicine
How to fill out the paperwork:
Unincorporated Associations and Non-Profit Mutual Benefit Corps
Choosing an Attorney and an Accountant: what to ask and what to look for
Membership Agreements and How They Work
Getting Your Business License and Seller’s Permit
Deciding on a Patient Verification System
Websites, Marketing Materials and Advertising
Insurance and Supply
General Business Practices
State Law and Important Medical Marijuana Cases to Remember
Choosing a Location for your Dispensary or Grow Op:
Zoning, Moratoriums, Bans, Ordinances and Law Enforcement Encounters
Is this Industry Right For You?
Budgets for Dispensary, Delivery, Grow-Op/Edibles Op

MARKETING

Marketing and Business Strategies: Print, Online, Guerrilla, Organic and Social Media
Branding Yourself: What it means and how to do it
Price Points and Merchant Accounts
Banking and Advertising
Patient Retention and Referral Programs, Vending Machines and Stored Value Cards
Monitoring From Seed To Sale: Testing and Laboratories

LAWA top Criminal Attorney will go over the fundamentals of state law and federal law. He will answer all your questions about case law, marijuana law, zoning requirements, current developments in relevant cases, upcoming cases with political implications and will help to interpret rulings and recent decisions made by state and federal courts.Any and all questions about the marijuana industry will be addressed by him–Bring your list!
GROWINGWe will have one or more of the top industry master growers on hand to give you a three-hour demonstration on growing and an overview of the industry. How to grow, how to create a compliant grow, legal limitations and requirements, and standard business practices regarding growing will be covered. Every aspect of starting a home or commercial grow will be explored. You may ask any growing and cultivation questions you may have.
COOKING WITH CANNABISWe will have a top cannabis industry chef on hand to show you how to make medical marijuana edibles. We will discuss, tinctures, concentrates, oils, candies, and alternative methods of delivery. We will discuss cooking for the terminally ill and how to create custom recipes. We will help you to train your collective members to cook for their terminally ill loved ones and how to titrate dosages properly. How to work for collectives and create a memorable brand for your food line is also discussed.

Marketing your Business (Directory Listing Sites)
Independent, Dependent, and Online Marketing Strategies
Print Advertising Strategies
Patient Tracking and ROI
Patient Retention and Referral Programs
Branding yourself amongst 1000′s
Obtaining your state registration card
Travelling with your medicine, what is safe, what is not.


FAQs

Are there ID or minimum age requirements to enter the event?
Your answer goes here

What's the refund policy?
Your answer goes here",2017-04-29,2017-04-20 11:35:48.481872
342,"AUSTIN FASHION ""The Red Dress Gala"" and Fashion Show - a Texas Fashion Week event. -","Austin,+TX","
Join is us for this Prêt-à-Porter & Couture fashion event with designs from some of the best designers in Texas;And ""The Red Dress Gala"", a Fashion Tour of red dressesIntroducing designers from all around the world. with a silent auction 100% dedicated to the development of the fashion week fund and incubator. Thanks to ""Fashion for a Good Cause"" and GoPRO2.com
Host Commitee:The Costume Collection Society
Producer / Director Victor Quinteros
The Fashion Show Sponsored by Topo Chico Mineral Water presenting a fine selection of dresses. Confirmed Designers: Dede Allure (Boston) Leonardo Agudelo (Colombia) Nicholas Nguyen (Houston, TX.)Ruby Bhandari (Dallas, TX.) Marion Verron (France) Antonio Parra (Spain)Juan Ignacio Ormeño (Venezuela) Wendy Reyes from (Seattle) AnaSylvia (San Antonio.TX.)
Beauty Teams: John Paul Mitchell Schools Music: DJ 
Accredited Media: National: Superior Mag. Vogue Mag. LA Mag. Victor Mag.
Local: Houston Press Occhio Appello (Austin,TX.) 
 
 

  Join us on Thursday September 28th in Austin,TX. for a great evening
 
with  Prêt-à-Porter collections 
 
Fine Entertainment and great Music
 
Experience the upscale side of Austin,TX. and come party with Austin's finest! 
 

 Donate: If you are interested in donating directly to the Fashion Week Fund in support of local fashion designers participation, please send us an email to: info@texasfashionweeks.com 

Private VIP Reception at 6:00PM
VIP Reception at 6:00PM General Entrance 7:00PM 21 & up Dress Code: Formal Attire 
Note: Not refundable Tickets 
 
 
 
 
 
 
 
 ",2017-05-25,2017-04-20 11:35:48.481872
343,"Driving Digital Transformation with Microsoft Data Platform & Predictive Analytics - Austin, TX.","Austin,+TX","Event Agenda:
 
09.50 AM - 10.00 AM
Welcome and Registration
10.00 AM - 11.00 AM
Modernize data platform with SQL Server 2016/Azure SQL DB

Breakthrough In-memory Performance
Mission critical high availability
Robust Security
Deeper Insights (BI)
Built-in Advanced Analytics (R Services)
Cloud data platform options (SQL Server on Azure VMs & Azure SQL DB)
Demo (Advanced Analytics, BI, Performance)

11.00 AM - 11.15 AM
Coffee, Tea Break
11.15 AM - 12.15 PM
Turn data into intelligent actions with Cortana Intelligence

Gain predictive insights using Azure ML 
Build intelligent apps using Bot & Cognitive Services 
Business analytics using PowerBI 
Process data from IoT devices using Stream Analytics
Elastic data warehouse using Azure SQL DW
Big data analytics made easy with Azure Data Lake and HDInsight 
Demo (Cognitive Services, Power BI, IoT, Big Data )

12.15 PM - 01.00 PM
Lunch, Q&A & Raffles",2017-05-19,2017-04-20 11:35:48.481872
344,TX-25 Congressional District Town Hall,"Austin,+TX","Did you know that 45% of Congressman Roger Williams voters live in Travis County?
Austin constituents from Texas Congressional District 25 are hosting a town hall meeting for Congressman Roger Williams in the King-Seabrook Chapel at Huston-Tillotson University on May 13 from 12:00 p.m. (noon) to 2:00 p.m. Doors open at 11:45 am.
If you are a constituent of District 25 and have a personal story that you wish to share regarding fair chance hiring, immigration reform, education, gerrymandering, consumer protection, criminal justice reform or any other political issue, please contact us using this form: https://goo.gl/forms/LvD9i8UFkY4fWoXj2 
You can check to see if you're a constituent of Congressional District TX-25 here: http://www.house.gov/representatives/find/.
We will have a moderator and non-partisan policy experts lined up to answer your most pressing questions if Congressman Williams chooses not to attend.
Make your voice heard!
",2017-05-13,2017-04-20 11:35:48.481872
345,Paint Wonderland - Austin TX ,"Austin,+TX","America's Premiere UV Paint Concert Hits to Austin TX Over 1,000 Gallons of Paint. Arrive in white T-shirts, & leave colored in Ultra Violet washable paint. Paint will be launched over 100 feet with our customized launch guns. 16+  | 21 to drink

Line up TBA",2017-08-26,2017-04-20 11:35:48.481872
